1.2 1.15
1.3 0.85
1.4 0.55123983
1.5 0.29399458
1.6 0.088888992
1.6071826 0.076948377
1.6143653 0.065035191
1.6215479 0.053176868
1.6287306 0.041400831
1.6359132 0.029734513
1.6430959 0.018205344
1.6502785 0.0068407533
1.6574612 -0.0043318297
1.6646438 -0.015284975
1.6718265 -0.025991254
1.6790091 -0.036423236
1.6861918 -0.04655349
1.6933744 -0.056354589
1.7005571 -0.065799106
1.7077397 -0.074868806
1.7149224 -0.083574629
1.722105 -0.091933291
1.7292877 -0.099961504
1.7364703 -0.10767598
1.743653 -0.11509345
1.7508356 -0.1222306
1.7580183 -0.12910418
1.7652009 -0.13573088
1.7723835 -0.14212742
1.7795662 -0.14831051
1.7867488 -0.15429688
1.7939315 -0.16010323
1.8011141 -0.16574627
1.8082968 -0.17123852
1.8154794 -0.17658192
1.8226621 -0.18177674
1.8298447 -0.18682325
1.8370274 -0.19172174
1.84421 -0.19647248
1.8513927 -0.20107575
1.8585753 -0.20553182
1.865758 -0.20984097
1.8729406 -0.21400349
1.8801233 -0.21801964
1.8873059 -0.2218897
1.8944886 -0.22561395
1.9016712 -0.22919267
1.9088539 -0.23262696
1.9160365 -0.2359195
1.9232192 -0.23907323
1.9304018 -0.24209104
1.9375844 -0.24497584
1.9447671 -0.24773055
1.9519497 -0.25035807
1.9591324 -0.25286132
1.966315 -0.2552432
1.9734977 -0.25750662
1.9806803 -0.2596545
1.987863 -0.26168973
1.9950456 -0.26361524
2.0022283 -0.26543393
2.0094109 -0.26714878
2.0165936 -0.26876285
2.0237762 -0.27027924
2.0309589 -0.27170101
2.0381415 -0.27303127
2.0453242 -0.27427309
2.0525068 -0.27542955
2.0596895 -0.27650374
2.0668721 -0.27749874
2.0740548 -0.27841764
2.0812374 -0.27926352
2.0884201 -0.28003945
2.0956027 -0.28074853
2.1027853 -0.28139383
2.109968 -0.28197816
2.1171506 -0.28250393
2.1243333 -0.28297355
2.1315159 -0.28338942
2.1386986 -0.28375395
2.1458812 -0.28406953
2.1530639 -0.28433856
2.1602465 -0.28456346
2.1674292 -0.28474661
2.1746118 -0.28489042
