    0.11999999999999999556E+01    0.00000000000000000000E+00    0.00000000000000000000E+00
    0.12087877968068068135E+01    0.24168574703879753506E-11    0.51991523599622534665E-17
    0.12175755936136136715E+01   -0.36402830060434025876E-11    0.12258169391548092479E-17
    0.12263633904204203073E+01   -0.34379196591714193215E-11   -0.33282324147148612146E-18
    0.12351511872272271653E+01    0.78256996219085290371E-11    0.57629944939859876019E-17
    0.12439389840340340232E+01    0.77090827404898048122E-11    0.10280923508430689588E-16
    0.12527267808408408811E+01   -0.14476914769078588695E-10    0.53789962227637810084E-17
    0.12615145776476475170E+01   -0.33262056206742324501E-10   -0.38437822604718736305E-17
    0.12703023744544543749E+01   -0.19364764457363355541E-10   -0.71715980535394201878E-17
    0.12790901712612612329E+01    0.13948884152752953817E-10   -0.28348117390131410626E-17
    0.12878779680680680908E+01    0.20612539680088902722E-10    0.14060526496896655665E-17
    0.12966657648748749487E+01   -0.13874146124251939124E-10   -0.44424634053579304868E-18
    0.13054535616816815846E+01   -0.39392603987615571294E-10   -0.49231181730288303910E-17
    0.13142413584884884425E+01   -0.53988139615193308951E-11   -0.47208152499902619349E-17
    0.13230291552952953005E+01    0.53721289903159695378E-10    0.17685516129731428647E-17
    0.13318169521021021584E+01    0.45469118979431638148E-10    0.90214174197282617533E-17
    0.13406047489089087943E+01   -0.46445728442078769575E-10    0.10995621503604263650E-16
    0.13493925457157156522E+01   -0.99547409487054793383E-10    0.65543543354214463934E-17
    0.13581803425225225102E+01   -0.42859796370660057090E-11   -0.78016644790476075064E-18
    0.13669681393293293681E+01    0.14209212643653055469E-09   -0.53947648427410077624E-17
    0.13757559361361360040E+01    0.11104982034859031790E-09   -0.32582685567820829621E-17
    0.13845437329429428619E+01   -0.12690852656299077649E-09    0.35923501741300338948E-17
    0.13933315297497497198E+01   -0.25567701626333224917E-09    0.68260749675938991763E-17
    0.14021193265565565778E+01   -0.25563744185852119980E-11    0.23122541649344900743E-17
    0.14109071233633634357E+01    0.37324122280115083121E-09    0.16633984237789109025E-17
    0.14196949201701700716E+01    0.28493199812571480132E-09    0.23537924646947758082E-16
    0.14284827169769769295E+01   -0.32922647128138734926E-09    0.66075388210506049001E-16
    0.14372705137837837874E+01   -0.63331893286131951407E-09    0.93499217729418509128E-16
    0.14460583105905906454E+01    0.10151974421827036769E-09    0.63307172374306136240E-16
    0.14548461073973975033E+01    0.12609211732547278899E-08   -0.35459811095811168146E-16
    0.14636339042042041392E+01    0.15430933805884952226E-08   -0.17123679146678113004E-15
    0.14724217010110109971E+01    0.13854999216723934296E-08   -0.28553178204209691320E-15
    0.14812094978178178550E+01    0.45468075218113713273E-08   -0.31473340109513306288E-15
    0.14899972946246244909E+01    0.17098357058583501816E-07   -0.21840016653673814828E-15
    0.14987850914314313489E+01    0.47268054275752344413E-07   -0.65894367755041033434E-17
    0.15075728882382382068E+01    0.11725908626119397702E-06    0.25498719196105756649E-15
    0.15163606850450450647E+01    0.28736396078896091634E-06    0.46149522979033060838E-15
    0.15251484818518519226E+01    0.70448829672913791544E-06    0.50496937251826835591E-15
    0.15339362786586585585E+01    0.17053695704279853720E-05    0.34989269012483429049E-15
    0.15427240754654654165E+01    0.39888082049194808842E-05    0.10484774260184860379E-15
    0.15515118722722722744E+01    0.91082634792447017585E-05   -0.26340728150289652570E-16
    0.15602996690790791323E+01    0.20295439677993399756E-04    0.96420862039014390077E-16
    0.15690874658858859902E+01    0.44072033345410255507E-04    0.44189446420095051500E-15
    0.15778752626926926261E+01    0.93628592335908680713E-04    0.85498884805551400119E-15
