Rotational constant B for ν = 56 (invcm) :     0.42284956877993484792E+00    -0.35128753388746686447E-08 i
Rotational constant B for ν = 57 (invcm) :     0.40209715345421942478E+00    -0.30527247054413147029E-06 i
Rotational constant B for ν = 58 (invcm) :     0.37414084256612695212E+00    -0.11621552519434787161E-04 i
Rotational constant B for ν = 59 (invcm) :     0.34193415528273196635E+00    -0.23180649447412140758E-03 i
Rotational constant B for ν = 60 (invcm) :     0.31701325112545852836E+00    -0.23982650941370615462E-02 i
Rotational constant B for ν = 61 (invcm) :     0.30204784682652879857E+00    -0.11215177045301474162E-01 i
Rotational constant B for ν = 62 (invcm) :     0.29889467634075334024E+00    -0.23834002233949758837E-01 i
Rotational constant B for ν = 63 (invcm) :     0.29964250673770276290E+00    -0.31962678964620037936E-01 i
Rotational constant B for ν = 64 (invcm) :     0.29846745161053189754E+00    -0.36762226031908949719E-01 i
Rotational constant B for ν = 65 (invcm) :     0.29643753977229808649E+00    -0.42102847931910263035E-01 i
Rotational constant B for ν = 66 (invcm) :     0.29660825987534622517E+00    -0.49540140427726989114E-01 i
Rotational constant B for ν = 67 (invcm) :     0.73984765674395921997E-01    -0.61934582602402952350E-02 i
Rotational constant B for ν = 68 (invcm) :     0.30105996212558516767E+00    -0.56349757923005366900E-01 i
Rotational constant B for ν = 69 (invcm) :     0.30681982400381729859E+00    -0.56632178785482475969E-01 i
Rotational constant B for ν = 70 (invcm) :     0.30405608982205317714E+00    -0.51817524449493460037E-01 i
Rotational constant B for ν = 71 (invcm) :     0.83957919274677009214E-01    -0.46700922883331974153E-02 i
Rotational constant B for ν = 72 (invcm) :     0.29257003476967713418E+00    -0.55221866011439198207E-01 i
Rotational constant B for ν = 73 (invcm) :     0.28576213756406287914E+00    -0.72337129813111689103E-01 i
Rotational constant B for ν = 74 (invcm) :     0.87452796438381566468E-01    -0.60335750860464497022E-02 i
