    0.11999999999999999556E+01    0.00000000000000000000E+00    0.00000000000000000000E+00
    0.12087877968068068135E+01    0.13417837091231587479E-09   -0.14616086108402574520E-10
    0.12175755936136136715E+01   -0.20667966063026754209E-09    0.22524835645746942523E-10
    0.12263633904204203073E+01   -0.18991759742806927973E-09    0.20685421671100980261E-10
    0.12351511872272271653E+01    0.44634627861726533292E-09   -0.48649818521073463249E-10
    0.12439389840340340232E+01    0.43178592939909415820E-09   -0.47043752225964153549E-10
    0.12527267808408408811E+01   -0.83126807619676074465E-09    0.90618346429816327627E-10
    0.12615145776476475170E+01   -0.18925377204170433081E-08    0.20626788204547881105E-09
    0.12703023744544543749E+01   -0.10932796121660887485E-08    0.11913588209357778210E-09
    0.12790901712612612329E+01    0.80271880415983332049E-09   -0.87510483199736359968E-10
    0.12878779680680680908E+01    0.11708651802536259262E-08   -0.12760785774336411659E-09
    0.12966657648748749487E+01   -0.80498521972924314205E-09    0.87773716180536806070E-10
    0.13054535616816815846E+01   -0.22536081347432047789E-08    0.24565100117230459314E-09
    0.13142413584884884425E+01   -0.29221146978715133264E-09    0.31811080247290595287E-10
    0.13230291552952953005E+01    0.30924627746514276878E-08   -0.33713617095874574169E-09
    0.13318169521021021584E+01    0.25943299077290900757E-08   -0.28277372040281221887E-09
    0.13406047489089087943E+01   -0.26992613054908452174E-08    0.29433297172984212979E-09
    0.13493925457157156522E+01   -0.57269761801046076896E-08    0.62433911156537044902E-09
    0.13581803425225225102E+01   -0.20042338716096253728E-09    0.21736142214295364397E-10
    0.13669681393293293681E+01    0.82303291787631128170E-08   -0.89738437722968540622E-09
    0.13757559361361360040E+01    0.63669971962874024514E-08   -0.69405621210911777884E-09
    0.13845437329429428619E+01   -0.74337752050145517496E-08    0.81074699995180658849E-09
    0.13933315297497497198E+01   -0.14819406132713533053E-07    0.16158759225808908092E-08
    0.14021193265565565778E+01   -0.49237214492448442564E-10    0.52197134905955446919E-11
    0.14109071233633634357E+01    0.21645369629572360327E-07   -0.23599067494635532821E-08
    0.14196949201701700716E+01    0.15975498876570609755E-07   -0.17399538187481930770E-08
    0.14284827169769769295E+01   -0.20832048036512380507E-07    0.22773813573362498232E-08
